[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.003s][info][gc       ] Using Parallel
[0.373s][info][metaspace] Reserving compressed class space anywhere
[0.373s][info][gc,metaspace] CDS archive(s) not mapped
[0.373s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffee7000000-0x00007fffa7000000, reserved size: 3221225472
[0.373s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 26, max shift 6
[0.373s][info][gc,metaspace] Narrow klass base: 0x00007ffee7000000, Narrow klass shift: 6, Narrow klass range: 0xc0000000
Num Classes: 512
Num Objects per Class: 131072
Cycles: 100
Class association: random
Generate 512 classes...[2.433s][info][gc,metaspace] GC(0) Metaspace: 22878K(23232K)->22878K(23232K) NonClass: 20472K(20672K)->20472K(20672K) Class: 2405K(2560K)->2405K(2560K)
[2.433s][info][gc          ] GC(0) Pause Young (Allocation Failure) 1536M->3M(5888M) 5.553ms

Loading 512...[2.868s][info][gc,metaspace] GC(1) Metaspace: 24185K(24576K)->24185K(24576K) NonClass: 21486K(21696K)->21486K(21696K) Class: 2699K(2880K)->2699K(2880K)
[2.868s][info][gc          ] GC(1) Pause Young (System.gc()) 575M->3M(5888M) 5.342ms
[15.604s][info][gc,metaspace] GC(17) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[15.604s][info][gc          ] GC(17) Pause Young (System.gc()) 771M->771M(5888M) 0.451ms
[16.286s][info][gc,metaspace] GC(18) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[16.286s][info][gc          ] GC(18) Pause Full (System.gc()) 771M->771M(5888M) 681.987ms
[16.286s][info][gc,metaspace] GC(19) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[16.286s][info][gc          ] GC(19) Pause Young (System.gc()) 771M->771M(5888M) 0.449ms
[16.934s][info][gc,metaspace] GC(20) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[16.934s][info][gc          ] GC(20) Pause Full (System.gc()) 771M->771M(5888M) 647.267ms
[16.934s][info][gc,metaspace] GC(21) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[16.934s][info][gc          ] GC(21) Pause Young (System.gc()) 771M->771M(5888M) 0.456ms
[17.576s][info][gc,metaspace] GC(22) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[17.576s][info][gc          ] GC(22) Pause Full (System.gc()) 771M->771M(5888M) 641.887ms
[17.577s][info][gc,metaspace] GC(23) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[17.577s][info][gc          ] GC(23) Pause Young (System.gc()) 771M->771M(5888M) 0.489ms
[18.224s][info][gc,metaspace] GC(24) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[18.224s][info][gc          ] GC(24) Pause Full (System.gc()) 771M->771M(5888M) 647.351ms
[18.225s][info][gc,metaspace] GC(25) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[18.225s][info][gc          ] GC(25) Pause Young (System.gc()) 771M->771M(5888M) 0.405ms
[18.868s][info][gc,metaspace] GC(26) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[18.868s][info][gc          ] GC(26) Pause Full (System.gc()) 771M->771M(5888M) 643.327ms
[18.869s][info][gc,metaspace] GC(27) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[18.869s][info][gc          ] GC(27) Pause Young (System.gc()) 771M->771M(5888M) 0.444ms
[19.524s][info][gc,metaspace] GC(28) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[19.524s][info][gc          ] GC(28) Pause Full (System.gc()) 771M->771M(5888M) 654.985ms
[19.524s][info][gc,metaspace] GC(29) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[19.524s][info][gc          ] GC(29) Pause Young (System.gc()) 771M->771M(5888M) 0.425ms
[20.224s][info][gc,metaspace] GC(30) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[20.224s][info][gc          ] GC(30) Pause Full (System.gc()) 771M->771M(5888M) 699.411ms
[20.229s][info][gc,metaspace] GC(31) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[20.229s][info][gc          ] GC(31) Pause Young (System.gc()) 771M->771M(5888M) 0.520ms
[20.878s][info][gc,metaspace] GC(32) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[20.878s][info][gc          ] GC(32) Pause Full (System.gc()) 771M->771M(5888M) 648.976ms
[20.878s][info][gc,metaspace] GC(33) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[20.878s][info][gc          ] GC(33) Pause Young (System.gc()) 771M->771M(5888M) 0.471ms
[21.505s][info][gc,metaspace] GC(34) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[21.505s][info][gc          ] GC(34) Pause Full (System.gc()) 771M->771M(5888M) 626.549ms
[21.505s][info][gc,metaspace] GC(35) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[21.505s][info][gc          ] GC(35) Pause Young (System.gc()) 771M->771M(5888M) 0.472ms
[22.166s][info][gc,metaspace] GC(36) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[22.166s][info][gc          ] GC(36) Pause Full (System.gc()) 771M->771M(5888M) 660.951ms
[22.167s][info][gc,metaspace] GC(37) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[22.167s][info][gc          ] GC(37) Pause Young (System.gc()) 771M->771M(5888M) 0.429ms
[22.830s][info][gc,metaspace] GC(38) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[22.830s][info][gc          ] GC(38) Pause Full (System.gc()) 771M->771M(5888M) 662.727ms
[22.830s][info][gc,metaspace] GC(39) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[22.830s][info][gc          ] GC(39) Pause Young (System.gc()) 771M->771M(5888M) 0.474ms
[23.470s][info][gc,metaspace] GC(40) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[23.470s][info][gc          ] GC(40) Pause Full (System.gc()) 771M->771M(5888M) 639.367ms
[23.470s][info][gc,metaspace] GC(41) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[23.470s][info][gc          ] GC(41) Pause Young (System.gc()) 771M->771M(5888M) 0.435ms
[24.121s][info][gc,metaspace] GC(42) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[24.121s][info][gc          ] GC(42) Pause Full (System.gc()) 771M->771M(5888M) 651.117ms
[24.122s][info][gc,metaspace] GC(43) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[24.122s][info][gc          ] GC(43) Pause Young (System.gc()) 771M->771M(5888M) 0.425ms
[24.780s][info][gc,metaspace] GC(44) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[24.780s][info][gc          ] GC(44) Pause Full (System.gc()) 771M->771M(5888M) 657.726ms
[24.780s][info][gc,metaspace] GC(45) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[24.780s][info][gc          ] GC(45) Pause Young (System.gc()) 771M->771M(5888M) 0.443ms
[25.419s][info][gc,metaspace] GC(46) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[25.423s][info][gc          ] GC(46) Pause Full (System.gc()) 771M->771M(5888M) 642.959ms
[25.424s][info][gc,metaspace] GC(47) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[25.424s][info][gc          ] GC(47) Pause Young (System.gc()) 771M->771M(5888M) 0.488ms
[26.083s][info][gc,metaspace] GC(48) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[26.083s][info][gc          ] GC(48) Pause Full (System.gc()) 771M->771M(5888M) 659.240ms
[26.084s][info][gc,metaspace] GC(49) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[26.084s][info][gc          ] GC(49) Pause Young (System.gc()) 771M->771M(5888M) 0.451ms
[26.740s][info][gc,metaspace] GC(50) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[26.740s][info][gc          ] GC(50) Pause Full (System.gc()) 771M->771M(5888M) 655.979ms
[26.740s][info][gc,metaspace] GC(51) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[26.740s][info][gc          ] GC(51) Pause Young (System.gc()) 771M->771M(5888M) 0.439ms
[27.423s][info][gc,metaspace] GC(52) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[27.423s][info][gc          ] GC(52) Pause Full (System.gc()) 771M->771M(5888M) 682.538ms
[27.423s][info][gc,metaspace] GC(53) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[27.423s][info][gc          ] GC(53) Pause Young (System.gc()) 771M->771M(5888M) 0.469ms
[28.101s][info][gc,metaspace] GC(54) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[28.101s][info][gc          ] GC(54) Pause Full (System.gc()) 771M->771M(5888M) 678.016ms
[28.102s][info][gc,metaspace] GC(55) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[28.102s][info][gc          ] GC(55) Pause Young (System.gc()) 771M->771M(5888M) 0.472ms
[28.751s][info][gc,metaspace] GC(56) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[28.751s][info][gc          ] GC(56) Pause Full (System.gc()) 771M->771M(5888M) 648.785ms
[28.751s][info][gc,metaspace] GC(57) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[28.751s][info][gc          ] GC(57) Pause Young (System.gc()) 771M->771M(5888M) 0.439ms
[29.395s][info][gc,metaspace] GC(58) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[29.395s][info][gc          ] GC(58) Pause Full (System.gc()) 771M->771M(5888M) 643.538ms
[29.395s][info][gc,metaspace] GC(59) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[29.395s][info][gc          ] GC(59) Pause Young (System.gc()) 771M->771M(5888M) 0.488ms
[30.042s][info][gc,metaspace] GC(60) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[30.042s][info][gc          ] GC(60) Pause Full (System.gc()) 771M->771M(5888M) 646.804ms
[30.043s][info][gc,metaspace] GC(61) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[30.043s][info][gc          ] GC(61) Pause Young (System.gc()) 771M->771M(5888M) 0.433ms
[30.695s][info][gc,metaspace] GC(62) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[30.695s][info][gc          ] GC(62) Pause Full (System.gc()) 771M->771M(5888M) 651.857ms
[30.695s][info][gc,metaspace] GC(63) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[30.695s][info][gc          ] GC(63) Pause Young (System.gc()) 771M->771M(5888M) 0.459ms
[31.329s][info][gc,metaspace] GC(64) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[31.329s][info][gc          ] GC(64) Pause Full (System.gc()) 771M->771M(5888M) 634.054ms
[31.330s][info][gc,metaspace] GC(65) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[31.330s][info][gc          ] GC(65) Pause Young (System.gc()) 771M->771M(5888M) 0.464ms
[31.969s][info][gc,metaspace] GC(66) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[31.969s][info][gc          ] GC(66) Pause Full (System.gc()) 771M->771M(5888M) 639.007ms
[31.969s][info][gc,metaspace] GC(67) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[31.969s][info][gc          ] GC(67) Pause Young (System.gc()) 771M->771M(5888M) 0.435ms
[32.622s][info][gc,metaspace] GC(68) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[32.622s][info][gc          ] GC(68) Pause Full (System.gc()) 771M->771M(5888M) 652.807ms
[32.623s][info][gc,metaspace] GC(69) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[32.623s][info][gc          ] GC(69) Pause Young (System.gc()) 771M->771M(5888M) 0.495ms
[33.287s][info][gc,metaspace] GC(70) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[33.287s][info][gc          ] GC(70) Pause Full (System.gc()) 771M->771M(5888M) 664.235ms
[33.288s][info][gc,metaspace] GC(71) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[33.288s][info][gc          ] GC(71) Pause Young (System.gc()) 771M->771M(5888M) 0.493ms
[33.917s][info][gc,metaspace] GC(72) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[33.917s][info][gc          ] GC(72) Pause Full (System.gc()) 771M->771M(5888M) 629.066ms
[33.917s][info][gc,metaspace] GC(73) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[33.917s][info][gc          ] GC(73) Pause Young (System.gc()) 771M->771M(5888M) 0.467ms
[34.575s][info][gc,metaspace] GC(74) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[34.575s][info][gc          ] GC(74) Pause Full (System.gc()) 771M->771M(5888M) 657.670ms
[34.575s][info][gc,metaspace] GC(75) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[34.576s][info][gc          ] GC(75) Pause Young (System.gc()) 771M->771M(5888M) 0.494ms
[35.319s][info][gc,metaspace] GC(76) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[35.319s][info][gc          ] GC(76) Pause Full (System.gc()) 771M->771M(5888M) 743.296ms
[35.319s][info][gc,metaspace] GC(77) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[35.319s][info][gc          ] GC(77) Pause Young (System.gc()) 771M->771M(5888M) 0.479ms
[35.943s][info][gc,metaspace] GC(78) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[35.943s][info][gc          ] GC(78) Pause Full (System.gc()) 771M->771M(5888M) 623.949ms
[35.948s][info][gc,metaspace] GC(79) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[35.948s][info][gc          ] GC(79) Pause Young (System.gc()) 771M->771M(5888M) 0.446ms
[36.580s][info][gc,metaspace] GC(80) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[36.580s][info][gc          ] GC(80) Pause Full (System.gc()) 771M->771M(5888M) 631.798ms
[36.581s][info][gc,metaspace] GC(81) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[36.581s][info][gc          ] GC(81) Pause Young (System.gc()) 771M->771M(5888M) 0.490ms
[37.228s][info][gc,metaspace] GC(82) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[37.228s][info][gc          ] GC(82) Pause Full (System.gc()) 771M->771M(5888M) 646.939ms
[37.228s][info][gc,metaspace] GC(83) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[37.228s][info][gc          ] GC(83) Pause Young (System.gc()) 771M->771M(5888M) 0.414ms
[37.874s][info][gc,metaspace] GC(84) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[37.874s][info][gc          ] GC(84) Pause Full (System.gc()) 771M->771M(5888M) 645.836ms
[37.875s][info][gc,metaspace] GC(85) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[37.875s][info][gc          ] GC(85) Pause Young (System.gc()) 771M->771M(5888M) 0.467ms
[38.589s][info][gc,metaspace] GC(86) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[38.589s][info][gc          ] GC(86) Pause Full (System.gc()) 771M->771M(5888M) 714.457ms
[38.590s][info][gc,metaspace] GC(87) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[38.590s][info][gc          ] GC(87) Pause Young (System.gc()) 771M->771M(5888M) 0.454ms
[39.223s][info][gc,metaspace] GC(88) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[39.223s][info][gc          ] GC(88) Pause Full (System.gc()) 771M->771M(5888M) 633.825ms
[39.224s][info][gc,metaspace] GC(89) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[39.224s][info][gc          ] GC(89) Pause Young (System.gc()) 771M->771M(5888M) 0.518ms
[39.875s][info][gc,metaspace] GC(90) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[39.875s][info][gc          ] GC(90) Pause Full (System.gc()) 771M->771M(5888M) 650.675ms
[39.875s][info][gc,metaspace] GC(91) Metaspace: 26091K(26880K)->26091K(26880K) NonClass: 23132K(23488K)->23132K(23488K) Class: 2959K(3392K)->2959K(3392K)
[39.875s][info][gc          ] GC(91) Pause Young (System.gc()) 771M->771M(5888M) 0.450ms
