[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using Parallel
[0.381s][info][metaspace] Reserving compressed class space anywhere
[0.381s][info][gc,metaspace] CDS archive(s) not mapped
[0.381s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffee7000000-0x00007fffa7000000, reserved size: 3221225472
[0.381s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 1narrow klass pointer bits 22, max shift 6
[0.381s][info][gc,metaspace] Narrow klass base: 0x00007ffee7000000, Narrow klass shift: 6, Narrow klass range: 0xc0000000
Num Classes: 4096
Num Objects per Class: 16384
Cycles: 100
Class association: random
Generate 4096 classes...[2.439s][info][gc,metaspace] GC(0) Metaspace: 26165K(27328K)->26165K(27328K) NonClass: 20577K(20800K)->20577K(20800K) Class: 5588K(6528K)->5588K(6528K)
[2.439s][info][gc          ] GC(0) Pause Young (Allocation Failure) 1536M->4M(5888M) 5.909ms
[3.678s][info][gc,metaspace] GC(1) Metaspace: 27022K(28288K)->27022K(28288K) NonClass: 21432K(21696K)->21432K(21696K) Class: 5589K(6592K)->5589K(6592K)
[42.222s][info][gc          ] GC(31) Pause Full (System.gc()) 778M->778M(5957M) 958.896ms
[42.223s][info][gc,metaspace] GC(32) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[42.223s][info][gc          ] GC(32) Pause Young (System.gc()) 778M->778M(5946M) 0.475ms
[43.174s][info][gc,metaspace] GC(33) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[43.174s][info][gc          ] GC(33) Pause Full (System.gc()) 778M->778M(5946M) 951.493ms
[43.175s][info][gc,metaspace] GC(34) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[43.175s][info][gc          ] GC(34) Pause Young (System.gc()) 778M->778M(5979M) 1.034ms
[44.096s][info][gc,metaspace] GC(35) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[44.096s][info][gc          ] GC(35) Pause Full (System.gc()) 778M->778M(5979M) 920.335ms
[44.097s][info][gc,metaspace] GC(36) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[44.097s][info][gc          ] GC(36) Pause Young (System.gc()) 778M->778M(5968M) 0.790ms
[45.017s][info][gc,metaspace] GC(37) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[45.017s][info][gc          ] GC(37) Pause Full (System.gc()) 778M->778M(5968M) 920.821ms
[45.018s][info][gc,metaspace] GC(38) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[45.018s][info][gc          ] GC(38) Pause Young (System.gc()) 778M->778M(5999M) 0.606ms
[45.993s][info][gc,metaspace] GC(39) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[45.994s][info][gc          ] GC(39) Pause Full (System.gc()) 778M->778M(5999M) 975.191ms
[45.994s][info][gc,metaspace] GC(40) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[45.994s][info][gc          ] GC(40) Pause Young (System.gc()) 778M->778M(5989M) 0.807ms
[46.953s][info][gc,metaspace] GC(41) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[46.953s][info][gc          ] GC(41) Pause Full (System.gc()) 778M->778M(5989M) 958.711ms
[46.954s][info][gc,metaspace] GC(42) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[46.954s][info][gc          ] GC(42) Pause Young (System.gc()) 778M->778M(6017M) 0.940ms
[47.908s][info][gc,metaspace] GC(43) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[47.908s][info][gc          ] GC(43) Pause Full (System.gc()) 778M->778M(6017M) 953.707ms
[47.909s][info][gc,metaspace] GC(44) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[47.909s][info][gc          ] GC(44) Pause Young (System.gc()) 778M->778M(6008M) 0.478ms
[48.839s][info][gc,metaspace] GC(45) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[48.839s][info][gc          ] GC(45) Pause Full (System.gc()) 778M->778M(6008M) 930.481ms
[48.840s][info][gc,metaspace] GC(46) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[48.840s][info][gc          ] GC(46) Pause Young (System.gc()) 778M->778M(6034M) 0.929ms
[49.807s][info][gc,metaspace] GC(47) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[49.807s][info][gc          ] GC(47) Pause Full (System.gc()) 778M->778M(6034M) 967.099ms
[49.808s][info][gc,metaspace] GC(48) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[49.808s][info][gc          ] GC(48) Pause Young (System.gc()) 778M->778M(6026M) 0.466ms
[50.753s][info][gc,metaspace] GC(49) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[50.754s][info][gc          ] GC(49) Pause Full (System.gc()) 778M->778M(6026M) 945.571ms
[50.755s][info][gc,metaspace] GC(50) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[50.755s][info][gc          ] GC(50) Pause Young (System.gc()) 778M->778M(6049M) 0.854ms
[51.682s][info][gc,metaspace] GC(51) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[51.682s][info][gc          ] GC(51) Pause Full (System.gc()) 778M->778M(6049M) 927.871ms
[51.688s][info][gc,metaspace] GC(52) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[51.688s][info][gc          ] GC(52) Pause Young (System.gc()) 778M->778M(6042M) 0.778ms
[52.647s][info][gc,metaspace] GC(53) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[52.647s][info][gc          ] GC(53) Pause Full (System.gc()) 778M->778M(6042M) 959.722ms
[52.648s][info][gc,metaspace] GC(54) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[52.648s][info][gc          ] GC(54) Pause Young (System.gc()) 778M->778M(6062M) 0.968ms
[53.596s][info][gc,metaspace] GC(55) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[53.596s][info][gc          ] GC(55) Pause Full (System.gc()) 778M->778M(6062M) 947.424ms
[53.597s][info][gc,metaspace] GC(56) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[53.597s][info][gc          ] GC(56) Pause Young (System.gc()) 778M->778M(6056M) 0.775ms
[54.559s][info][gc,metaspace] GC(57) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[54.559s][info][gc          ] GC(57) Pause Full (System.gc()) 778M->778M(6056M) 962.533ms
[54.560s][info][gc,metaspace] GC(58) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[54.560s][info][gc          ] GC(58) Pause Young (System.gc()) 778M->778M(6074M) 0.945ms
[55.562s][info][gc,metaspace] GC(59) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[55.562s][info][gc          ] GC(59) Pause Full (System.gc()) 778M->778M(6074M) 1001.477ms
[55.563s][info][gc,metaspace] GC(60) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[55.563s][info][gc          ] GC(60) Pause Young (System.gc()) 778M->778M(6068M) 0.493ms
[56.485s][info][gc,metaspace] GC(61) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[56.485s][info][gc          ] GC(61) Pause Full (System.gc()) 778M->778M(6068M) 921.938ms
[56.486s][info][gc,metaspace] GC(62) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[56.486s][info][gc          ] GC(62) Pause Young (System.gc()) 778M->778M(6084M) 0.834ms
[57.436s][info][gc,metaspace] GC(63) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[57.436s][info][gc          ] GC(63) Pause Full (System.gc()) 778M->778M(6084M) 950.040ms
[57.440s][info][gc,metaspace] GC(64) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[57.440s][info][gc          ] GC(64) Pause Young (System.gc()) 778M->778M(6079M) 0.479ms
[58.371s][info][gc,metaspace] GC(65) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[58.371s][info][gc          ] GC(65) Pause Full (System.gc()) 778M->778M(6079M) 930.224ms
[58.371s][info][gc,metaspace] GC(66) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[58.371s][info][gc          ] GC(66) Pause Young (System.gc()) 778M->778M(6093M) 0.576ms
[59.328s][info][gc,metaspace] GC(67) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[59.328s][info][gc          ] GC(67) Pause Full (System.gc()) 778M->778M(6093M) 956.121ms
[59.328s][info][gc,metaspace] GC(68) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[59.328s][info][gc          ] GC(68) Pause Young (System.gc()) 778M->778M(6088M) 0.492ms
[60.246s][info][gc,metaspace] GC(69) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[60.246s][info][gc          ] GC(69) Pause Full (System.gc()) 778M->778M(6088M) 918.074ms
[60.247s][info][gc,metaspace] GC(70) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[60.247s][info][gc          ] GC(70) Pause Young (System.gc()) 778M->778M(6100M) 0.949ms
[61.169s][info][gc,metaspace] GC(71) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[61.169s][info][gc          ] GC(71) Pause Full (System.gc()) 778M->778M(6100M) 921.843ms
[61.170s][info][gc,metaspace] GC(72) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[61.170s][info][gc          ] GC(72) Pause Young (System.gc()) 778M->778M(6097M) 0.506ms
[62.119s][info][gc,metaspace] GC(73) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[62.119s][info][gc          ] GC(73) Pause Full (System.gc()) 778M->778M(6097M) 948.750ms
[62.120s][info][gc,metaspace] GC(74) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[62.120s][info][gc          ] GC(74) Pause Young (System.gc()) 778M->778M(6107M) 0.945ms
[63.071s][info][gc,metaspace] GC(75) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[63.071s][info][gc          ] GC(75) Pause Full (System.gc()) 778M->778M(6107M) 951.104ms
[63.072s][info][gc,metaspace] GC(76) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[63.072s][info][gc          ] GC(76) Pause Young (System.gc()) 778M->778M(6104M) 0.884ms
[63.977s][info][gc,metaspace] GC(77) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[63.977s][info][gc          ] GC(77) Pause Full (System.gc()) 778M->778M(6104M) 905.369ms
[63.978s][info][gc,metaspace] GC(78) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[63.978s][info][gc          ] GC(78) Pause Young (System.gc()) 778M->778M(6112M) 0.996ms
[64.944s][info][gc,metaspace] GC(79) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[64.944s][info][gc          ] GC(79) Pause Full (System.gc()) 778M->778M(6112M) 965.853ms
[64.945s][info][gc,metaspace] GC(80) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[64.945s][info][gc          ] GC(80) Pause Young (System.gc()) 778M->778M(6110M) 0.528ms
[66.056s][info][gc,metaspace] GC(81) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[66.056s][info][gc          ] GC(81) Pause Full (System.gc()) 778M->778M(6110M) 1111.250ms
[66.057s][info][gc,metaspace] GC(82) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[66.057s][info][gc          ] GC(82) Pause Young (System.gc()) 778M->778M(6117M) 0.626ms
[66.968s][info][gc,metaspace] GC(83) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[66.968s][info][gc          ] GC(83) Pause Full (System.gc()) 778M->778M(6117M) 910.615ms
[66.969s][info][gc,metaspace] GC(84) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[66.969s][info][gc          ] GC(84) Pause Young (System.gc()) 791M->778M(6115M) 0.746ms
[67.896s][info][gc,metaspace] GC(85) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[67.896s][info][gc          ] GC(85) Pause Full (System.gc()) 778M->778M(6115M) 927.730ms
[67.897s][info][gc,metaspace] GC(86) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[67.897s][info][gc          ] GC(86) Pause Young (System.gc()) 778M->778M(6121M) 0.935ms
[68.818s][info][gc,metaspace] GC(87) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[68.818s][info][gc          ] GC(87) Pause Full (System.gc()) 778M->778M(6121M) 920.420ms
[68.823s][info][gc,metaspace] GC(88) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[68.823s][info][gc          ] GC(88) Pause Young (System.gc()) 778M->778M(6119M) 0.757ms
[69.753s][info][gc,metaspace] GC(89) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[69.753s][info][gc          ] GC(89) Pause Full (System.gc()) 778M->778M(6119M) 930.388ms
[69.754s][info][gc,metaspace] GC(90) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[69.754s][info][gc          ] GC(90) Pause Young (System.gc()) 778M->778M(6125M) 0.890ms
[70.705s][info][gc,metaspace] GC(91) Metaspace: 90916K(113984K)->90916K(113984K) NonClass: 36370K(38016K)->36370K(38016K) Class: 54546K(75968K)->54546K(75968K)
[70.705s][info][gc          ] GC(91) Pause Full (System.gc()) 778M->778M(6125M) 950.715ms
