[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using Parallel
[0.376s][info][metaspace] Reserving compressed class space anywhere
[0.376s][info][gc,metaspace] CDS archive(s) not mapped
[0.376s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffee7000000-0x00007fffa7000000, reserved size: 3221225472
[0.376s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 22, max shift 10
[0.376s][info][gc,metaspace] Narrow klass base: 0x00007ffee7000000, Narrow klass shift: 10, Narrow klass range: 0xc0000000
Num Classes: 2048
Num Objects per Class: 32768
Cycles: 100
Class association: random
Generate 2048 classes...[2.384s][info][gc,metaspace] GC(0) Metaspace: 22871K(23232K)->22871K(23232K) NonClass: 19056K(19264K)->19056K(19264K) Class: 3815K(3968K)->3815K(3968K)
[2.384s][info][gc          ] GC(0) Pause Young (Allocation Failure) 1536M->4M(5888M) 5.220ms
[3.586s][info][gc,metaspace] GC(1) Metaspace: 23722K(24128K)->23722K(24128K) NonClass: 19905K(20096K)->19905K(20096K) Class: 3817K(4032K)->3817K(4032K)
[21.257s][info][gc,metaspace] GC(10) Metaspace: 33656K(35776K)->33656K(35776K) NonClass: 26751K(27648K)->26751K(27648K) Class: 6905K(8128K)->6905K(8128K)
[21.257s][info][gc          ] GC(10) Pause Young (System.gc()) 774M->774M(5888M) 0.696ms
[21.988s][info][gc,metaspace] GC(11) Metaspace: 33656K(35776K)->33656K(35776K) NonClass: 26751K(27648K)->26751K(27648K) Class: 6905K(8128K)->6905K(8128K)
[21.988s][info][gc          ] GC(11) Pause Full (System.gc()) 774M->774M(5888M) 731.078ms
[21.989s][info][gc,metaspace] GC(12) Metaspace: 33656K(35776K)->33656K(35776K) NonClass: 26751K(27648K)->26751K(27648K) Class: 6905K(8128K)->6905K(8128K)
[21.989s][info][gc          ] GC(12) Pause Young (System.gc()) 774M->774M(5888M) 0.621ms
[22.720s][info][gc,metaspace] GC(13) Metaspace: 33656K(35776K)->33656K(35776K) NonClass: 26751K(27648K)->26751K(27648K) Class: 6905K(8128K)->6905K(8128K)
[22.720s][info][gc          ] GC(13) Pause Full (System.gc()) 774M->774M(5888M) 730.627ms
[22.721s][info][gc,metaspace] GC(14) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26751K(27648K)->26751K(27648K) Class: 6905K(8128K)->6905K(8128K)
[22.721s][info][gc          ] GC(14) Pause Young (System.gc()) 774M->774M(5888M) 0.753ms
[23.486s][info][gc,metaspace] GC(15) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26751K(27648K)->26751K(27648K) Class: 6905K(8128K)->6905K(8128K)
[23.486s][info][gc          ] GC(15) Pause Full (System.gc()) 774M->774M(5888M) 764.733ms
[23.486s][info][gc,metaspace] GC(16) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[23.486s][info][gc          ] GC(16) Pause Young (System.gc()) 774M->774M(5888M) 0.599ms
[24.240s][info][gc,metaspace] GC(17) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[24.240s][info][gc          ] GC(17) Pause Full (System.gc()) 774M->774M(5888M) 753.495ms
[24.241s][info][gc,metaspace] GC(18) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[24.241s][info][gc          ] GC(18) Pause Young (System.gc()) 774M->774M(5888M) 0.665ms
[25.200s][info][gc,metaspace] GC(19) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[25.200s][info][gc          ] GC(19) Pause Full (System.gc()) 774M->774M(5888M) 959.042ms
[25.201s][info][gc,metaspace] GC(20) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[25.201s][info][gc          ] GC(20) Pause Young (System.gc()) 774M->774M(5888M) 0.696ms
[25.943s][info][gc,metaspace] GC(21) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[25.944s][info][gc          ] GC(21) Pause Full (System.gc()) 774M->774M(5888M) 742.925ms
[25.944s][info][gc,metaspace] GC(22) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[25.944s][info][gc          ] GC(22) Pause Young (System.gc()) 774M->774M(5888M) 0.659ms
[26.712s][info][gc,metaspace] GC(23) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[26.712s][info][gc          ] GC(23) Pause Full (System.gc()) 774M->774M(5888M) 767.357ms
[26.717s][info][gc,metaspace] GC(24) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[26.717s][info][gc          ] GC(24) Pause Young (System.gc()) 774M->774M(5888M) 0.622ms
[27.432s][info][gc,metaspace] GC(25) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[27.432s][info][gc          ] GC(25) Pause Full (System.gc()) 774M->774M(5888M) 714.925ms
[27.433s][info][gc,metaspace] GC(26) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[27.433s][info][gc          ] GC(26) Pause Young (System.gc()) 774M->774M(5888M) 0.578ms
[28.203s][info][gc,metaspace] GC(27) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[28.203s][info][gc          ] GC(27) Pause Full (System.gc()) 774M->774M(5888M) 770.050ms
[28.203s][info][gc,metaspace] GC(28) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[28.203s][info][gc          ] GC(28) Pause Young (System.gc()) 774M->774M(5888M) 0.651ms
[28.935s][info][gc,metaspace] GC(29) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[28.935s][info][gc          ] GC(29) Pause Full (System.gc()) 774M->774M(5888M) 731.224ms
[28.935s][info][gc,metaspace] GC(30) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[28.935s][info][gc          ] GC(30) Pause Young (System.gc()) 774M->774M(5888M) 0.458ms
[29.685s][info][gc,metaspace] GC(31) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[29.685s][info][gc          ] GC(31) Pause Full (System.gc()) 774M->774M(5888M) 749.999ms
[29.686s][info][gc,metaspace] GC(32) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[29.686s][info][gc          ] GC(32) Pause Young (System.gc()) 774M->774M(5888M) 0.468ms
[30.435s][info][gc,metaspace] GC(33) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[30.435s][info][gc          ] GC(33) Pause Full (System.gc()) 774M->774M(5888M) 748.878ms
[30.436s][info][gc,metaspace] GC(34) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[30.436s][info][gc          ] GC(34) Pause Young (System.gc()) 774M->774M(5888M) 0.684ms
[31.179s][info][gc,metaspace] GC(35) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[31.179s][info][gc          ] GC(35) Pause Full (System.gc()) 774M->774M(5888M) 743.247ms
[31.180s][info][gc,metaspace] GC(36) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[31.180s][info][gc          ] GC(36) Pause Young (System.gc()) 774M->774M(5888M) 0.500ms
[31.955s][info][gc,metaspace] GC(37) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[31.955s][info][gc          ] GC(37) Pause Full (System.gc()) 774M->774M(5888M) 775.451ms
[31.960s][info][gc,metaspace] GC(38) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[31.960s][info][gc          ] GC(38) Pause Young (System.gc()) 774M->774M(5888M) 0.597ms
[32.713s][info][gc,metaspace] GC(39) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[32.713s][info][gc          ] GC(39) Pause Full (System.gc()) 774M->774M(5888M) 752.961ms
[32.714s][info][gc,metaspace] GC(40) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[32.714s][info][gc          ] GC(40) Pause Young (System.gc()) 774M->774M(5888M) 0.586ms
[33.468s][info][gc,metaspace] GC(41) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[33.468s][info][gc          ] GC(41) Pause Full (System.gc()) 774M->774M(5888M) 754.106ms
[33.469s][info][gc,metaspace] GC(42) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[33.469s][info][gc          ] GC(42) Pause Young (System.gc()) 774M->774M(5888M) 0.760ms
[34.248s][info][gc,metaspace] GC(43) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[34.248s][info][gc          ] GC(43) Pause Full (System.gc()) 774M->774M(5888M) 779.290ms
[34.249s][info][gc,metaspace] GC(44) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[34.249s][info][gc          ] GC(44) Pause Young (System.gc()) 774M->774M(5888M) 0.733ms
[34.996s][info][gc,metaspace] GC(45) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[34.996s][info][gc          ] GC(45) Pause Full (System.gc()) 774M->774M(5888M) 746.881ms
[34.997s][info][gc,metaspace] GC(46) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[34.997s][info][gc          ] GC(46) Pause Young (System.gc()) 774M->774M(5888M) 0.428ms
[35.728s][info][gc,metaspace] GC(47) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[35.728s][info][gc          ] GC(47) Pause Full (System.gc()) 774M->774M(5888M) 731.167ms
[35.728s][info][gc,metaspace] GC(48) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[35.728s][info][gc          ] GC(48) Pause Young (System.gc()) 774M->774M(5888M) 0.421ms
[36.532s][info][gc,metaspace] GC(49) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[36.532s][info][gc          ] GC(49) Pause Full (System.gc()) 774M->774M(5888M) 803.335ms
[36.532s][info][gc,metaspace] GC(50) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[36.532s][info][gc          ] GC(50) Pause Young (System.gc()) 774M->774M(5888M) 0.639ms
[37.265s][info][gc,metaspace] GC(51) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[37.265s][info][gc          ] GC(51) Pause Full (System.gc()) 774M->774M(5888M) 732.173ms
[37.270s][info][gc,metaspace] GC(52) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[37.270s][info][gc          ] GC(52) Pause Young (System.gc()) 774M->774M(5888M) 0.661ms
[38.103s][info][gc,metaspace] GC(53) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[38.103s][info][gc          ] GC(53) Pause Full (System.gc()) 774M->774M(5888M) 833.716ms
[38.104s][info][gc,metaspace] GC(54) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[38.104s][info][gc          ] GC(54) Pause Young (System.gc()) 774M->774M(5888M) 0.418ms
[38.872s][info][gc,metaspace] GC(55) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[38.872s][info][gc          ] GC(55) Pause Full (System.gc()) 774M->774M(5888M) 767.805ms
[38.872s][info][gc,metaspace] GC(56) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[38.872s][info][gc          ] GC(56) Pause Young (System.gc()) 774M->774M(5888M) 0.647ms
[39.635s][info][gc,metaspace] GC(57) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[39.635s][info][gc          ] GC(57) Pause Full (System.gc()) 774M->774M(5888M) 762.622ms
[39.636s][info][gc,metaspace] GC(58) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[39.636s][info][gc          ] GC(58) Pause Young (System.gc()) 774M->774M(5888M) 0.451ms
[40.372s][info][gc,metaspace] GC(59) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[40.372s][info][gc          ] GC(59) Pause Full (System.gc()) 774M->774M(5888M) 736.066ms
[40.373s][info][gc,metaspace] GC(60) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[40.373s][info][gc          ] GC(60) Pause Young (System.gc()) 774M->774M(5888M) 0.590ms
[41.122s][info][gc,metaspace] GC(61) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[41.122s][info][gc          ] GC(61) Pause Full (System.gc()) 774M->774M(5888M) 749.152ms
[41.122s][info][gc,metaspace] GC(62) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[41.122s][info][gc          ] GC(62) Pause Young (System.gc()) 774M->774M(5888M) 0.613ms
[41.864s][info][gc,metaspace] GC(63) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[41.864s][info][gc          ] GC(63) Pause Full (System.gc()) 774M->774M(5888M) 741.847ms
[41.865s][info][gc,metaspace] GC(64) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[41.865s][info][gc          ] GC(64) Pause Young (System.gc()) 774M->774M(5888M) 0.416ms
[42.692s][info][gc,metaspace] GC(65) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[42.692s][info][gc          ] GC(65) Pause Full (System.gc()) 774M->774M(5888M) 827.344ms
[42.693s][info][gc,metaspace] GC(66) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[42.693s][info][gc          ] GC(66) Pause Young (System.gc()) 774M->774M(5888M) 0.453ms
[43.446s][info][gc,metaspace] GC(67) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[43.446s][info][gc          ] GC(67) Pause Full (System.gc()) 774M->774M(5888M) 752.876ms
[43.446s][info][gc,metaspace] GC(68) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[43.446s][info][gc          ] GC(68) Pause Young (System.gc()) 774M->774M(5888M) 0.567ms
[44.298s][info][gc,metaspace] GC(69) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[44.299s][info][gc          ] GC(69) Pause Full (System.gc()) 774M->774M(5888M) 852.089ms
[44.299s][info][gc,metaspace] GC(70) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[44.299s][info][gc          ] GC(70) Pause Young (System.gc()) 774M->774M(5888M) 0.435ms
[45.050s][info][gc,metaspace] GC(71) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[45.050s][info][gc          ] GC(71) Pause Full (System.gc()) 774M->774M(5888M) 750.524ms
[45.050s][info][gc,metaspace] GC(72) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[45.050s][info][gc          ] GC(72) Pause Young (System.gc()) 774M->774M(5888M) 0.664ms
[45.781s][info][gc,metaspace] GC(73) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[45.781s][info][gc          ] GC(73) Pause Full (System.gc()) 774M->774M(5888M) 730.556ms
[45.782s][info][gc,metaspace] GC(74) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[45.782s][info][gc          ] GC(74) Pause Young (System.gc()) 774M->774M(5888M) 0.574ms
[46.550s][info][gc,metaspace] GC(75) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[46.550s][info][gc          ] GC(75) Pause Full (System.gc()) 774M->774M(5888M) 767.994ms
[46.550s][info][gc,metaspace] GC(76) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[46.551s][info][gc          ] GC(76) Pause Young (System.gc()) 774M->774M(5888M) 0.666ms
[47.297s][info][gc,metaspace] GC(77) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[47.297s][info][gc          ] GC(77) Pause Full (System.gc()) 774M->774M(5888M) 746.506ms
[47.298s][info][gc,metaspace] GC(78) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[47.298s][info][gc          ] GC(78) Pause Young (System.gc()) 774M->774M(5888M) 0.580ms
[48.028s][info][gc,metaspace] GC(79) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[48.028s][info][gc          ] GC(79) Pause Full (System.gc()) 774M->774M(5888M) 730.480ms
[48.033s][info][gc,metaspace] GC(80) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[48.033s][info][gc          ] GC(80) Pause Young (System.gc()) 774M->774M(5888M) 0.463ms
[48.769s][info][gc,metaspace] GC(81) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[48.769s][info][gc          ] GC(81) Pause Full (System.gc()) 774M->774M(5888M) 736.222ms
[48.770s][info][gc,metaspace] GC(82) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[48.770s][info][gc          ] GC(82) Pause Young (System.gc()) 774M->774M(5888M) 0.659ms
[49.545s][info][gc,metaspace] GC(83) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[49.546s][info][gc          ] GC(83) Pause Full (System.gc()) 774M->774M(5888M) 775.293ms
[49.546s][info][gc,metaspace] GC(84) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[49.546s][info][gc          ] GC(84) Pause Young (System.gc()) 774M->774M(5888M) 0.653ms
[50.272s][info][gc,metaspace] GC(85) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[50.272s][info][gc          ] GC(85) Pause Full (System.gc()) 774M->774M(5888M) 725.537ms
[50.273s][info][gc,metaspace] GC(86) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[50.273s][info][gc          ] GC(86) Pause Young (System.gc()) 774M->774M(5888M) 0.596ms
[51.039s][info][gc,metaspace] GC(87) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[51.039s][info][gc          ] GC(87) Pause Full (System.gc()) 774M->774M(5888M) 766.735ms
[51.040s][info][gc,metaspace] GC(88) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[51.040s][info][gc          ] GC(88) Pause Young (System.gc()) 774M->774M(5888M) 0.574ms
[51.806s][info][gc,metaspace] GC(89) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[51.806s][info][gc          ] GC(89) Pause Full (System.gc()) 774M->774M(5888M) 766.182ms
[51.807s][info][gc,metaspace] GC(90) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[51.807s][info][gc          ] GC(90) Pause Young (System.gc()) 774M->774M(5888M) 0.425ms
[52.548s][info][gc,metaspace] GC(91) Metaspace: 33657K(35776K)->33657K(35776K) NonClass: 26752K(27648K)->26752K(27648K) Class: 6905K(8128K)->6905K(8128K)
[52.548s][info][gc          ] GC(91) Pause Full (System.gc()) 774M->774M(5888M) 740.849ms
